,Proposal.No.,File_No,Proposal Name,State,District,Tehsil,Date_1,Date_2,Category,Company,Status,Link
1016,SIA/CG/MIN/38094/2019,OL/EC/MIN/RAIPUR/907,Dulna Limestone (Low Grade) Quarry,Chhattisgarh,Raipur,Abhanpur,Date of Submission for EC: 23 Jun 2019 ,Date of Ec Granted : 31 Oct 2020,Non-Coal Mining,RAMNARAYAN SAHU,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/38094/2019&pid=56889
1017,SIA/CG/MIN/40977/2016,OL/EC/CLAYMINE/BILASPUR/309,CLAY BRICKS QUARRY OF SHRI PAWAN KUMAR AGRAWAL,Chhattisgarh,Bilaspur,Takhatpur,Date of Submission for EC: 14 Jan 2016 ,Date of Ec Granted : 05 Jul 2016,Non-Coal Mining,PAWAN KUMAR AGRAWAL,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/40977/2016&pid=9814
1018,SIA/CG/IND/30100/2017,OL/EC/IND/RAIGARH/1519,Ajay Ingot Rolling Mill Private Limited,Chhattisgarh,Raigarh,Gharghoda,Date of Submission for EC: 15 Jan 2021 ,Date of Ec Granted : 09 Apr 2021,Industrial Projects - 1,AJAY INGOT ROLLING MILL PRIVATE LIMITED,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/30100/2017&pid=160112
1019,SIA/CG/MIN/134813/2020,OL/EC/SAND_MIN/DHAMTARI/1094,jawargaon sand mine,Chhattisgarh,Dhamtari,Dhamtari,Date of Submission for EC: 03 Jan 2020 ,Date of Ec Granted : 23 Mar 2020,Non-Coal Mining,SATISH DEWTA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/134813/2020&pid=84194
1020,SIA/CG/MIN/147503/2020,OL/EC/MIN/RAJNANDGAON/1232,Atal Kumar Godwani 1.315 Ha Nawagaon Limestone Mine,Chhattisgarh,Rajnandgaon,Rajnandgaon,Date of Submission for EC: 20 Mar 2020 ,Date of Ec Granted : 30 Sep 2020,Non-Coal Mining,ATAL GODWANI MINES,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/147503/2020&pid=95260
1021,SIA/CG/MIN/187518/2020,OL/EC/MIN/DANTEWADA/1490,Balud C sand mine,Chhattisgarh,Dantewada,Dantewada,Date of Submission for EC: 11 Dec 2020 ,Date of Ec Granted : 12 Apr 2021,Non-Coal Mining,AHMAD RAZA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/187518/2020&pid=146890
1022,SIA/CG/MIN/160183/2020,OL/EC/MIN/KORIYA/1331,Telimuda sand mine of Uttam Kumar Bhanu,Chhattisgarh,Koriya,Sonhat,Date of Submission for EC: 24 Jun 2020 ,Date of Ec Granted : 31 Oct 2020,Non-Coal Mining,TELIMUDA SAND MINE OF UTTAM KUMAR BHANU,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/160183/2020&pid=114303
1023,SIA/CG/MIN/270518/2022,OL/EC/MIN/KABIRDHAM/2037,JHIRIYAKALAN LIMESTONE MINOR MINERAL QUARRY,Chhattisgarh,Kabirdham,No Data,Date of Submission for TOR: ,Date of Submission for EC: 22 Sep 2022 ,Non-Coal Mining,BHIKHAM SHARMA,For further consideration(SEAC),https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/270518/2022&pid=202763
1024,SIA/CG/MIN/408802/2022,OL/EC/MIN/JC/2219,"Tanaud Bricks Earth Clay Quarry & Fix Chimney Brick Plant, Area  - 1.337 ha. , Applicant - Shri Ajay Kumar sahu ",Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 01 Dec 2022 ,Non-Coal Mining,AJAY SAHU,Rejection Letter Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/408802/2022&pid=213411
1025,SIA/CG/MIN/130017/2019,OL//EC//MIN//BIJAPUR//1049,Timed Sand Quarry,Chhattisgarh,Dantewada,Bhopalpattanam (Matdand),Date of Submission for EC: 07 Dec 2019 ,Date of Ec Granted : 26 Feb 2020,Non-Coal Mining,"TIMED SAND QUARRY, BHOPALPATNAM",EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/130017/2019&pid=79020
1026,SIA/CG/MIN/141791/2020,OL/EC/MIN/BALOD/1164,NEWARIKALA 01 ORDINARY SAND MINE BALOD CG,Chhattisgarh,Balod,Dondi,Date of Submission for EC: 08 Feb 2020 ,Date of Ec Granted : 30 May 2020,Non-Coal Mining,NEWARIKALA SAND MINES BALOD CG,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/141791/2020&pid=87024
1027,SIA/CG/MIN/209129/2021,OL/EC/MIN/KORBA/1642,L-1 Kasaniya Ordinary Sand Quarry,Chhattisgarh,Korba,Korba,Date of Submission for EC: 27 Apr 2021 ,Date of Ec Granted : 28 Jun 2021,Non-Coal Mining,SUSHEEL KUMAR GARG,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/209129/2021&pid=179133
1028,SIA/CG/MIN/32619/2015,OL/EC/SANDMINE/RAJNANDGAON/132,Baghmar Sand Mine,Chhattisgarh,Rajnandgaon,Dongargaon,Date of Submission for TOR: ,Date of Submission for EC: 06 Nov 2015 ,Non-Coal Mining,SARPANCH BAGHMAR DARRI,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/32619/2015&pid=2100
1029,SIA/CG/MIN/34619/2019,,Dewadand Sand Quarry,Chhattisgarh,Koriya,No Data,Date of Submission for TOR: ,Date of Submission for EC: 27 Apr 2019 ,Non-Coal Mining,DEWADAND GRAM PANCHYAT,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/34619/2019&pid=54717
1030,SIA/CG/MIN/194805/2021,,Nisda Limestone Mine,Chhattisgarh,Raipur,Arang,Date of Submission for TOR: ,Date of Submission for EC: 25 Jan 2021 ,Non-Coal Mining,BHULAU RAM SAHU,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/194805/2021&pid=160485
1031,SIA/CG/MIN/73478/2020,OL/EC/MIN/RAJNANDGAON/986,Chaweli Limestone Quarry,Chhattisgarh,Rajnandgaon,Rajnandgaon,Date of Submission for TOR: ,Date of Submission for EC: 15 Apr 2022 ,Non-Coal Mining,SHASHIKALA GUPTA,Awaiting EC,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/73478/2020&pid=200387
1032,SIA/CG/MIN/61833/2017,OL/EC/LIMESTONE_QUARRY/RAIGARH/550,"Limestone Quarry, Village - Banipathar",Chhattisgarh,Raigarh,Kharsia,Date of Submission for TOR: ,Date of Submission for EC: 18 Jan 2017 ,Non-Coal Mining,MS K A RAO AND COMPANY PROPERIOTOR SHRI RAMBHAGAT GUPTA,Rejection Letter Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/61833/2017&pid=33681
1033,SIA/CG/MIN/438675/2023,,Budera Limestone Quarry (area -0.728 ha.),Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 31 Jul 2023 ,Non-Coal Mining,ASHOK SAHU,Under examination of SEIAA,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/438675/2023&pid=223387
1034,SIA/CG/MIN/453575/2024,OL/EC/MIN/MAHASAMUND/2989,Vishnu Prasad Agrawal ,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 02 Jan 2024 ,Non-Coal Mining,VISHNU AGRAWAL,Agenda Uploaded by SEAC,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/453575/2024&pid=230923
1035,SIA/CG/MIN/203011/2021,OL/EC/MIN/JANJGIR_CHAMPA/1600,Kirari Limestone Mine,Chhattisgarh,Janjgir - Champa,Janjgir,Date of Submission for EC: 17 Dec 2021 ,Date of Ec Granted : 02 Oct 2021,Non-Coal Mining,NARAYANI CRUSHER UDYOG,EC Granted - Processed offline,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/203011/2021&pid=173507
1036,SIA/CG/MIN/30670/2015,,CHHAGAN BRICK EARTH MINE,Chhattisgarh,Raipur,Raipur,Date of Submission for TOR: ,Date of Submission for EC: 04 Sep 2015 ,Non-Coal Mining,CHHAGAN SINGH VERMA BRICK EARTH,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/30670/2015&pid=767
1037,SIA/CG/IND/67793/2017,OL/EC/IND/RAIGARH/636,Steel Melting Shop by M/s Mashiva Steel and Alloys LLP,Chhattisgarh,Raigarh,Gharghoda,Date of Submission for EC: 31 Aug 2017 ,Date of Ec Granted : 08 Dec 2017,Industrial Projects - 1,MASHIVA STEEL AND ALLOYS LLP,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/67793/2017&pid=37312
1038,SIA/CG/IND/64584/2017,OL/EC/IND/RAIPUR/595,S PYARELAL ISPAT PVT LTD,Chhattisgarh,Raipur,Raipur,Date of Submission for EC: 09 May 2017 ,Date of Ec Granted : 26 Oct 2017,Industrial Projects - 1,S PYARELAL ISPAT PVT LIMITED,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/64584/2017&pid=35236
1039,SIA/CG/MIN/268459/2022,OL/EC/MIN/SURGUJA/2003,SUKHRI BRICKS EARTHCLAY QUARRY AND FIX CHIMNEY BRICKS PLANT,Chhattisgarh,Surguja,Ambikapur,Date of Submission for EC: 09 Jun 2022 ,Date of Ec Granted : 06 Dec 2023,Non-Coal Mining,SUBHASH VERMA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/268459/2022&pid=202276
1040,SIA/CG/MIN/430861/2023,OL/EC/MIN/RAIPUR/671,Akhilesh Kumar Singh -Lalpur Limestone Mine 																		,Chhattisgarh,,,Date of Submission for EC: 31 May 2023 ,Date of Ec Granted : 06 Dec 2023,Non-Coal Mining,AKHILESH SINGH,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/430861/2023&pid=220649
1041,SIA/CG/MIN/183314/2020,OL/EC/MIN/SURGUJA/1468,Vibhuti Shukla,Chhattisgarh,Surguja,Ambikapur,Date of Submission for EC: 13 Nov 2020 ,Date of Ec Granted : 24 Feb 2021,Non-Coal Mining,VIBHUTI SHUKLA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/183314/2020&pid=142848
1042,SIA/CG/MIN/149122/2020,OL/EC/MIN/RAJNADGAON/1349,Shri. Ramesh Dakaliya,Chhattisgarh,Rajnandgaon,Khairagarh,Date of Submission for EC: 21 Sep 2020 ,Date of Ec Granted : 28 Dec 2020,Non-Coal Mining,RAMESH  DAKALIYA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/149122/2020&pid=99647
1043,SIA/CG/MIN/32443/2015,OL/EC/LIMESTONE/KABIRDHAM/118,M/S DILIP BUILDCON STONE MINE (SOUTH),Chhattisgarh,Kawardha,Kawardha,Date of Submission for EC: 04 Nov 2015 ,Date of Ec Granted : 04 Feb 2016,Non-Coal Mining,DILIP BUILDCON,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/32443/2015&pid=1967
1044,SIA/CG/MIN/31721/2015,OL/EC/SANDMINE/BILASPUR/55,Chhatona Sand Mining,Chhattisgarh,Bilaspur,Kota,Date of Submission for EC: 13 Oct 2015 ,Date of Ec Granted : 15 Mar 2016,Non-Coal Mining,PANCHAYAT SACHIV,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/31721/2015&pid=1410
1045,SIA/CG/MIN/414903/2023,OL/EC/MIN/MAHASAMUND/1606,"PROPOSED FARSHI PATHAR MINING PROJECT  OF  SHRI PREM NARAYAN CHANDRAKAR, SHRI DHIRENDRA LONARE AND SHRI HIRENDRA SAHU IN NANDGAON FARSHI  PATTHAR MINING CLUSTER  VILLAGE, NANDGAON: TEHSILMAHASAMUND, DISTRICT MAHASAMUND OF STATE CHHATTISGARH",Chhattisgarh,,,Date of Submission for EC: 22 Jan 2023 ,Date of Ec Granted : 19 Jun 2023,Non-Coal Mining,DHIRENDRA LONARE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/414903/2023&pid=215582
1046,SIA/CG/MIN/175809/2020,OL/EC/MIN/SURAJPUR/1410,Datima  Brick Earthclay Quarry Mine & Fix Chimney Brick Plant of Dinesh Jaiswal,Chhattisgarh,Surajpur,Surajpur,Date of Submission for EC: 27 Sep 2020 ,Date of Ec Granted : 24 Feb 2021,Non-Coal Mining,DATIMA  BRICK EARTHCLAY QUARRY MINE & FIX CHIMNEY BRICK PLANT OF DINESH JAISWAL,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/175809/2020&pid=134123
1047,SIA/CG/MIN/33796/2015,OL/EC/SANDMINE/DURG/194,Danikokdi Sand Mine,Chhattisgarh,Durg,Dhamdha,Date of Submission for EC: 04 Dec 2015 ,Date of Ec Granted : 27 Apr 2017,Non-Coal Mining,SARPANCH DANIKOKDI,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/33796/2015&pid=3137
1048,SIA/CG/MIN/74448/2018,OL/EC/MIN/BALODA_BAZAR/704,"Bitkuli Limestone Mine 
area 4.196",Chhattisgarh,Balodabazar,No Data,Date of Submission for EC: 06 Aug 2018 ,Date of Ec Granted : 04 Dec 2018,Non-Coal Mining,KHEMLAL VARMA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/74448/2018&pid=43578
1049,SIA/CG/MIN/48097/2016,,Phurphundi Stone Mine,Chhattisgarh,Kanker,Kanker,Date of Submission for TOR: ,Date of Submission for EC: 05 Feb 2016 ,Non-Coal Mining,ENVIBA ENVIRONMENTAL SERVICES PVT LTD,WithdrawEC,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/48097/2016&pid=11937
1050,SIA/CG/MIN/39305/2016,OL/EC/STONE_MINE/KORIA/297,Barampur Stone Quarry Mine of Mahavir Stone Crusher,Chhattisgarh,Koriya,No Data,Date of Submission for TOR: ,Date of Submission for EC: 09 Jan 2016 ,Non-Coal Mining,MAHAVIR STONE CRUSHER PROP VIJAY JAIN,Rejection Letter Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/39305/2016&pid=8305
1051,SIA/CG/MIN/136770/2020,OL/EC/SAND_MINE/BBAZAAR/1129,Datrengi Sand Mine of Virendra Kumar Pandey,Chhattisgarh,Balodabazar,Palari,Date of Submission for EC: 13 Feb 2020 ,Date of Ec Granted : 30 May 2020,Non-Coal Mining,DATRENGI SAND MINE OF VIRENDRA KUMAR PANDEY,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/136770/2020&pid=85708
1052,SIA/CG/IND/217759/2021,OL/EC/IND/RAIPUR/1720,Maa Kudargadi Steel (P) Ltd.,Chhattisgarh,Raipur,Raipur,Date of Submission for EC: 02 Jul 2021 ,Date of Ec Granted : 21 Sep 2021,Industrial Projects - 1,MAA KUDARGADI STEEL (P) LTD.,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/217759/2021&pid=188877
1053,SIA/CG/MIN/203439/2021,OL/EC/MIN/MAHASAMUND/1603,Barbarik Project Limited chhirralewa B,Chhattisgarh,Mahasamund,Basna,Date of Submission for EC: 26 Mar 2021 ,Date of Ec Granted : 18 May 2022,Non-Coal Mining,BARBARIC PROJECT LIMITED SURAJPUR,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/203439/2021&pid=173627
1054,SIA/CG/MIN/228815/2021,OL/EC/MIN/KORIYA/1815,Stone Quarry (Temporary Permit) Village Sirkhola,Chhattisgarh,Koriya,Bharatpur,Date of Submission for EC: 11 Sep 2021 ,Date of Ec Granted : 21 Jul 2022,Non-Coal Mining,MOHAN PODDAR,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/228815/2021&pid=191072
1055,SIA/CG/MIN/228847/2021,OL/EC/MIN/KORIYA/1816,Stone Quarry (Temporary Permit) Village Lakhantola,Chhattisgarh,Koriya,Bharatpur,Date of Submission for EC: 11 Sep 2021 ,Date of Ec Granted : 21 Jul 2022,Non-Coal Mining,MOHAN PODDAR,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/228847/2021&pid=191080
1056,SIA/CG/MIN/219218/2021,OL/EC/MIN/MUNGELI/1753,M/s Santosi Bricks,Chhattisgarh,Mungeli,Mungeli,Date of Submission for EC: 05 Aug 2021 ,Date of Ec Granted : 28 Sep 2021,Non-Coal Mining,M/S SANTOSHI BRICKS,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/219218/2021&pid=189143
1057,SIA/CG/MIN/406251/2022,OL/EC/MIN/MMA/2196,Shri Khetha Ram,Chhattisgarh,Rajnandgaon,,Date of Submission for EC: 18 Nov 2022 ,Date of Ec Granted : 21 Jul 2023,Non-Coal Mining,KHETHA RAM,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/406251/2022&pid=212793
1058,SIA/CG/MIN/250835/2022,OL/EC/MIN/BALOD/1908,Shri Arvind Kumar Jain,Chhattisgarh,Balod,Dondi,Date of Submission for TOR: ,Date of Submission for EC: 24 Mar 2022 ,Non-Coal Mining,SHRI. ARVIND KUMAR JAIN,Rejection Letter Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/250835/2022&pid=197671
1059,SIA/CG/MIN/252113/2022,OL/EC/MIN/KORBA/1915,Ghatadwari Sand Stone Mine,Chhattisgarh,Korba,Kartala,Date of Submission for TOR: ,Date of Submission for EC: 19 Jan 2022 ,Non-Coal Mining,MATADIN JAISWAL,For further consideration(SEAC),https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/252113/2022&pid=198025
1060,SIA/CG/IND/273722/2022,OL/EC/IND/RAIPUR/2040,KAILASH CASTINGS PVT. LTD.,Chhattisgarh,Raipur,Raipur,Date of Submission for EC: 23 May 2022 ,Date of Ec Granted : 06 Jun 2023,Industrial Projects - 1, KAILASH CASTINGS PRIVATE LIMITED,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/273722/2022&pid=203522
1061,SIA/CG/IND/34248/2019,OL/EC/IND/RAIGARH/815,"Proposed capacity expansion of MS Ingot/ Billet production (from 59400 TPA to 142560 TPA) through implementation of additional Induction Furnaces (12 MT X 4 Nos.) at Plot No. 196 and 198(A), OP Jindal Industrial Area, Punjipathra, Village- Tumidih, Tahsil- Gharghoda, District- Raigarh (CG)",Chhattisgarh,Raigarh,Gharghoda,Date of Submission for EC: 20 Jan 2021 ,Date of Ec Granted : 03 Jun 2021,Industrial Projects - 1,MASHIVA STEEL AND ALLOYS LLP,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/34248/2019&pid=160238
1062,SIA/CG/MIN/216669/2021,OL/EC/MIN/DHAMTARI/1719,LIME STONE QUARRY MORIKALA,Chhattisgarh,Dhamtari,Kurud,Date of Submission for EC: 01 Jul 2021 ,Date of Ec Granted : 28 Sep 2021,Non-Coal Mining,NEERAJ GANGWAL LIMESTONE QUARRY MORIKALA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/216669/2021&pid=188635
1063,SIA/CG/MIN/61636/2017,OL/EC/LIME_STONE/DURG/546,Sahegaon Limestone Mine,Chhattisgarh,Durg,Dhamdha,Date of Submission for TOR: ,Date of Submission for EC: 03 Jul 2017 ,Non-Coal Mining,MS RATNA PANDEY LIMESTONE QUARRY VILLAGE SAHEGAON,Rejection Letter Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/61636/2017&pid=33551
1064,SIA/CG/MIN/412539/2022,,Salka Ordinary Stone mine of Vivek  Jaiswal,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 31 Dec 2022 ,Non-Coal Mining,VIVEK JAISWAL,Query raised by SEIAA and pending at PP,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/412539/2022&pid=214744
1065,SIA/CG/MIN/453290/2023,,"DOLOMITE (BENEFICIABLE) QUARRY, VILLAGE MATSAGRA, PROJECT PROPONENT SHRI SUKHIRAM KAUSHIK",Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 24 Nov 2023 ,Non-Coal Mining,SUKHIRAM KAUSHIK,Query raised by SEIAA and pending at PP,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/453290/2023&pid=228532
1066,SIA/CG/MIN/453362/2023,,Sunil Kumar Bhatpahari,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 27 Nov 2023 ,Non-Coal Mining,SUNIL BHATPAHARI,Query raised by SEIAA and pending at PP,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/453362/2023&pid=228650
1067,SIA/CG/MIN/44494/2018,OL/EC/MIN/RAJANDGAON/1083-A,hitendra tiwari ordinary clay quarry,Chhattisgarh,Rajnandgaon,Rajnandgaon,Date of Submission for EC: 14 Aug 2020 ,Date of Ec Granted : 28 Dec 2020,Non-Coal Mining,HITENDRA TIWARI,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/44494/2018&pid=68573
1068,SIA/CG/MIN/45272/2019,OL/EC/MIN/GARIYABANDH/983,Basin Flagstone Mine,Chhattisgarh,Gariaband,Rajim,Date of Submission for EC: 23 Nov 2019 ,Date of Ec Granted : 03 Feb 2020,Non-Coal Mining,PRAMOD SINGH CHANDEL,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/45272/2019&pid=70081
1069,SIA/CG/MIN/62246/2021,OL/EC/MIN/DURG/1630,M/s. Sao Minerals Limestone Mine,Chhattisgarh,Durg,Patan,Date of Submission for EC: 03 Jan 2022 ,Date of Ec Granted : 21 Jul 2022,Non-Coal Mining,M/S SAO MINERALS LIMESTONE MINE GONDPENDRY DURG CHHATTISGARH,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/62246/2021&pid=196318
